Position-x,Position-y,Velocity-x,Velocity-y
140,224,43.7427250660291,0.0
140,224,0.0,0.0
138,226,26.233829429921535,26.233829429921535
134,226,53.29280967688652,0.0
132,226,26.780472231799667,0.0
130,226,26.399942093022524,0.0
128,228,26.485294906970356,26.485294906970356
124,228,53.091279623552644,0.0
122,230,25.978563354547003,25.978563354547003
120,230,26.827835219695345,0.0
118,230,25.981459972930196,0.0
116,232,27.41912793358175,27.41912793358175
114,232,25.12529689610658,0.0
110,232,45.45747070378649,0.0
108,234,22.575631495944325,22.575631495944325
106,234,18.16734489681445,0.0
-1,-1,-1,-1
-1,-1,-1,-1
-1,-1,-1,-1
98,236,-1,-1
96,236,20.90769924804534,0.0
